                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.57599,                0.63306,                0.97292,                0.99323,                      1,                  0.995,                0.92384,                0.43137,                0.33079,                0.87997,             0.00027724,             0.00027724,             0.00027724
                    157,                0.66784,                0.69722,                 1.0358,                0.99149,                      1,                  0.995,                 0.9151,                0.44131,                0.35626,                 0.8839,             0.00027645,             0.00027645,             0.00027645
                    158,                0.59312,                0.65015,                0.99832,                0.99344,                      1,                  0.995,                0.91492,                 0.4308,                0.34561,                0.88366,             0.00027566,             0.00027566,             0.00027566
                    159,                0.56665,                0.59796,                0.97189,                0.99598,                      1,                  0.995,                0.91523,                0.43832,                0.32061,                0.88365,             0.00027486,             0.00027486,             0.00027486
                    160,                 0.6543,                0.70808,                 1.0092,                0.99639,                      1,                  0.995,                0.91165,                0.42636,                0.30873,                0.87639,             0.00027407,             0.00027407,             0.00027407
                    161,                0.59996,                0.63273,                0.99473,                0.99551,                      1,                  0.995,                0.92033,                0.42082,                0.30467,                0.86829,             0.00027328,             0.00027328,             0.00027328
                    162,                0.62489,                0.62517,                0.99342,                0.99514,                      1,                  0.995,                0.92558,                0.41324,                0.30205,                0.86585,             0.00027249,             0.00027249,             0.00027249
                    163,                0.65664,                0.64368,                 1.0336,                0.99501,                      1,                  0.995,                 0.9308,                0.40125,                0.28497,                0.85964,              0.0002717,              0.0002717,              0.0002717
                    164,                 0.6136,                0.62669,                0.98529,                0.99412,                      1,                  0.995,                0.92779,                0.39749,                0.28627,                0.85635,              0.0002709,              0.0002709,              0.0002709
                    165,                0.56363,                0.62808,                0.99723,                0.99633,                      1,                  0.995,                0.92953,                 0.4129,                0.28182,                0.86101,             0.00027011,             0.00027011,             0.00027011
                    166,                0.61659,                0.66998,                 1.0186,                0.99552,                      1,                  0.995,                0.92156,                0.42368,                0.29225,                0.86142,             0.00026932,             0.00026932,             0.00026932
                    167,                0.58346,                0.58803,                 1.0026,                 0.9929,                0.99799,                  0.995,                0.92929,                0.39376,                0.29925,                0.85334,             0.00026853,             0.00026853,             0.00026853
                    168,                0.58059,                  0.622,                0.97527,                0.99617,                0.99053,                  0.995,                 0.9335,                0.39461,                0.30217,                0.85879,             0.00026774,             0.00026774,             0.00026774
                    169,                0.58704,                0.61596,                0.99792,                0.99472,                0.99837,                  0.995,                 0.9241,                 0.4187,                0.30576,                0.87007,             0.00026694,             0.00026694,             0.00026694
                    170,                  0.573,                0.60069,                0.97486,                0.99457,                      1,                  0.995,                 0.9249,                0.40949,                0.30487,                0.86558,             0.00026615,             0.00026615,             0.00026615
                    171,                0.62019,                0.66097,                 1.0399,                0.99213,                      1,                  0.995,                  0.926,                0.39271,                0.29293,                0.85861,             0.00026536,             0.00026536,             0.00026536
                    172,                0.54751,                 0.6085,                0.97046,                0.99141,                      1,                  0.995,                 0.9276,                0.38725,                0.29118,                0.85474,             0.00026457,             0.00026457,             0.00026457
                    173,                0.56269,                0.60626,                0.97265,                0.99344,                      1,                  0.995,                0.94662,                0.39728,                 0.2925,                0.85804,             0.00026378,             0.00026378,             0.00026378
                    174,                0.52285,                0.54274,                0.96964,                0.99569,                      1,                  0.995,                0.92318,                0.42603,                0.29765,                0.87249,             0.00026298,             0.00026298,             0.00026298
                    175,                 0.6224,                0.65124,                 1.0008,                0.99676,                      1,                  0.995,                0.93857,                0.38334,                0.27435,                0.85752,             0.00026219,             0.00026219,             0.00026219
                    176,                0.54948,                0.57189,                 1.0004,                0.99598,                      1,                  0.995,                0.94157,                0.36851,                0.26919,                0.85149,              0.0002614,              0.0002614,              0.0002614
                    177,                0.56083,                0.54947,                0.99958,                  0.996,                      1,                  0.995,                0.93784,                0.38688,                0.27471,                0.85704,             0.00026061,             0.00026061,             0.00026061
                    178,                0.61824,                0.59349,                0.97503,                0.99585,                      1,                  0.995,                0.93676,                 0.3797,                0.28596,                0.85732,             0.00025982,             0.00025982,             0.00025982
                    179,                 0.5733,                0.57378,                0.97537,                0.99599,                      1,                  0.995,                0.93892,                0.37327,                0.28062,                0.85568,             0.00025902,             0.00025902,             0.00025902
                    180,                 0.5862,                 0.6004,                 0.9968,                0.99639,                      1,                  0.995,                0.94719,                0.37197,                0.27943,                0.85265,             0.00025823,             0.00025823,             0.00025823
                    181,                0.56279,                 0.6242,                0.97609,                0.99589,                      1,                  0.995,                0.94579,                0.36824,                0.27816,                0.84847,             0.00025744,             0.00025744,             0.00025744
                    182,                0.56817,                0.56282,                0.98827,                0.99504,                      1,                  0.995,                0.94127,                 0.3875,                0.28056,                0.85166,             0.00025665,             0.00025665,             0.00025665
                    183,                0.57256,                0.58496,                0.99788,                 0.9933,                      1,                  0.995,                0.93412,                0.40088,                0.28013,                0.85245,             0.00025586,             0.00025586,             0.00025586
                    184,                0.54099,                0.54916,                0.98632,                0.99485,                      1,                  0.995,                0.94081,                0.38277,                0.26267,                0.84871,             0.00025506,             0.00025506,             0.00025506
                    185,                0.53937,                 0.5751,                0.99914,                0.99587,                      1,                  0.995,                 0.9409,                0.38496,                0.26377,                0.85123,             0.00025427,             0.00025427,             0.00025427
                    186,                0.58314,                0.60302,                0.99345,                0.99576,                      1,                  0.995,                 0.9513,                0.36347,                0.26131,                0.84143,             0.00025348,             0.00025348,             0.00025348
                    187,                0.61941,                0.59071,                0.96927,                0.99506,                      1,                  0.995,                0.93221,                0.39257,                0.28365,                0.85613,             0.00025269,             0.00025269,             0.00025269
                    188,                0.52726,                0.51635,                0.93583,                0.99513,                      1,                  0.995,                0.94302,                0.37969,                0.27431,                0.85122,              0.0002519,              0.0002519,              0.0002519
                    189,                0.55891,                0.57232,                 1.0129,                0.99598,                      1,                  0.995,                0.92622,                0.41517,                0.27466,                0.86881,              0.0002511,              0.0002511,              0.0002511
                    190,                0.58923,                0.52341,                0.95008,                0.99627,                      1,                  0.995,                0.92372,                0.41367,                0.27822,                0.86797,             0.00025031,             0.00025031,             0.00025031
                    191,                0.54249,                0.54517,                0.94629,                0.99612,                      1,                  0.995,                0.92497,                0.40818,                0.28665,                0.86475,             0.00024952,             0.00024952,             0.00024952
                    192,                0.48099,                0.53649,                0.92901,                0.99653,                      1,                  0.995,                0.94851,                0.38447,                0.26965,                0.85647,             0.00024873,             0.00024873,             0.00024873
                    193,                0.51089,                0.56771,                 0.9486,                0.99642,                      1,                  0.995,                0.92776,                0.39911,                0.27152,                0.86067,             0.00024794,             0.00024794,             0.00024794
                    194,                0.54288,                0.51473,                0.95981,                0.99621,                      1,                  0.995,                0.93451,                 0.3867,                0.27077,                0.85368,             0.00024714,             0.00024714,             0.00024714
                    195,                0.57282,                0.56368,                0.98133,                0.99625,                      1,                  0.995,                 0.9401,                0.37611,                0.27928,                0.85146,             0.00024635,             0.00024635,             0.00024635
                    196,                 0.5603,                 0.5666,                0.97811,                0.99584,                      1,                  0.995,                0.94464,                0.36838,                0.27956,                0.84912,             0.00024556,             0.00024556,             0.00024556
                    197,                0.52502,                0.56423,                 1.0006,                0.99439,                      1,                  0.995,                0.94469,                0.37025,                 0.2709,                0.84811,             0.00024477,             0.00024477,             0.00024477
                    198,                0.52814,                0.50217,                0.96611,                0.99283,                      1,                  0.995,                0.94103,                0.36962,                0.26501,                0.84682,             0.00024398,             0.00024398,             0.00024398
                    199,                0.57085,                0.53705,                0.98619,                0.99425,                      1,                  0.995,                0.96018,                0.34036,                0.25659,                 0.8388,             0.00024318,             0.00024318,             0.00024318
                    200,                0.50166,                 0.5086,                0.93454,                0.99538,                      1,                  0.995,                0.95305,                 0.3396,                0.24863,                0.83714,             0.00024239,             0.00024239,             0.00024239
                    201,                 0.5599,                0.53429,                0.98776,                0.99564,                      1,                  0.995,                0.95075,                0.33365,                0.25709,                0.83587,              0.0002416,              0.0002416,              0.0002416
                    202,                0.51852,                0.54877,                0.94032,                0.99481,                      1,                  0.995,                0.94079,                0.36265,                0.27125,                0.84699,             0.00024081,             0.00024081,             0.00024081
                    203,                0.54962,                0.54213,                0.99037,                0.99306,                      1,                  0.995,                0.94215,                0.37303,                0.26514,                0.85002,             0.00024002,             0.00024002,             0.00024002
                    204,                0.50564,                0.50836,                 0.9549,                0.99212,                      1,                  0.995,                0.94845,                0.34984,                0.26518,                0.83611,             0.00023922,             0.00023922,             0.00023922
                    205,                 0.5342,                0.55229,                0.94536,                0.99193,                      1,                  0.995,                0.95098,                0.37577,                0.27706,                0.84751,             0.00023843,             0.00023843,             0.00023843
                    206,                0.61168,                0.57956,                 1.0007,                0.99283,                      1,                  0.995,                0.95297,                0.35563,                0.26619,                0.83874,             0.00023764,             0.00023764,             0.00023764
                    207,                 0.5243,                0.49556,                0.94568,                0.99317,                      1,                  0.995,                0.95373,                0.35986,                0.26529,                0.83941,             0.00023685,             0.00023685,             0.00023685
                    208,                0.53337,                0.50861,                 1.0096,                0.99417,                      1,                  0.995,                0.94842,                0.37188,                0.27242,                0.84731,             0.00023606,             0.00023606,             0.00023606
                    209,                 0.5395,                0.53427,                0.97824,                0.99316,                      1,                  0.995,                 0.9551,                0.35203,                0.27569,                0.84687,             0.00023526,             0.00023526,             0.00023526
                    210,                0.50141,                 0.5082,                0.96121,                 0.9922,                      1,                  0.995,                0.95138,                0.37461,                0.27781,                 0.8525,             0.00023447,             0.00023447,             0.00023447
                    211,                0.53264,                0.52957,                0.98786,                0.99315,                      1,                  0.995,                0.94471,                0.36906,                0.26216,                0.85013,             0.00023368,             0.00023368,             0.00023368
                    212,                0.53365,                 0.5253,                0.95722,                0.99384,                      1,                  0.995,                0.93331,                0.38082,                0.25965,                0.85196,             0.00023289,             0.00023289,             0.00023289
                    213,                0.59917,                0.56501,                0.99888,                0.99492,                      1,                  0.995,                0.93108,                0.39482,                0.26661,                0.85826,              0.0002321,              0.0002321,              0.0002321
                    214,                0.50731,                0.56389,                0.95765,                0.99532,                      1,                  0.995,                0.95071,                0.35256,                0.26056,                0.84326,              0.0002313,              0.0002313,              0.0002313
                    215,                0.44431,                0.45547,                0.89328,                0.99686,                      1,                  0.995,                0.95431,                0.34534,                0.25737,                0.83626,             0.00023051,             0.00023051,             0.00023051
                    216,                0.49835,                0.49626,                0.94494,                0.99501,                      1,                  0.995,                0.95725,                0.32962,                0.24948,                0.83413,             0.00022972,             0.00022972,             0.00022972
                    217,                0.48888,                0.49261,                0.94104,                0.99635,                      1,                  0.995,                0.96052,                0.33868,                 0.2481,                0.84017,             0.00022893,             0.00022893,             0.00022893
                    218,                0.52417,                0.51037,                0.98236,                0.99587,                      1,                  0.995,                0.95566,                0.33094,                0.24903,                0.83768,             0.00022814,             0.00022814,             0.00022814
                    219,                0.51346,                0.48061,                0.95068,                0.99601,                      1,                  0.995,                0.94431,                0.34163,                0.25077,                0.84382,             0.00022734,             0.00022734,             0.00022734
                    220,                0.45244,                0.44987,                0.90883,                0.99577,                      1,                  0.995,                0.94591,                0.34087,                0.24741,                0.84314,             0.00022655,             0.00022655,             0.00022655
                    221,                0.49866,                0.50148,                0.95683,                0.99574,                      1,                  0.995,                0.94771,                0.34239,                0.24013,                0.84267,             0.00022576,             0.00022576,             0.00022576
                    222,                0.56624,                 0.5337,                0.98677,                0.99679,                      1,                  0.995,                0.95247,                0.34107,                0.24408,                0.84151,             0.00022497,             0.00022497,             0.00022497
                    223,                0.53575,                0.49176,                0.95369,                0.99688,                      1,                  0.995,                0.95138,                0.34681,                0.24678,                0.84134,             0.00022418,             0.00022418,             0.00022418
                    224,                0.50005,                0.50256,                0.97512,                 0.9972,                      1,                  0.995,                0.95883,                0.33059,                0.24442,                0.83644,             0.00022338,             0.00022338,             0.00022338
                    225,                0.62195,                0.58164,                 1.0238,                0.99691,                      1,                  0.995,                0.95355,                0.34435,                0.25042,                0.83921,             0.00022259,             0.00022259,             0.00022259
                    226,                0.57445,                0.56719,                0.98426,                0.99693,                      1,                  0.995,                0.95504,                0.34165,                0.25311,                0.83656,              0.0002218,              0.0002218,              0.0002218
                    227,                0.48623,                0.49607,                0.95212,                0.99695,                      1,                  0.995,                0.95514,                0.33249,                0.24897,                0.83246,             0.00022101,             0.00022101,             0.00022101
                    228,                0.48751,                0.48818,                0.93519,                 0.9976,                      1,                  0.995,                0.94972,                 0.3443,                 0.2494,                0.83457,             0.00022022,             0.00022022,             0.00022022
                    229,                 0.4936,                0.48531,                0.92707,                0.99609,                      1,                  0.995,                0.93455,                0.38354,                0.25578,                0.85156,             0.00021942,             0.00021942,             0.00021942
                    230,                0.55834,                0.49254,                0.96891,                0.99555,                      1,                  0.995,                0.94962,                0.34629,                0.24412,                0.83851,             0.00021863,             0.00021863,             0.00021863
                    231,                0.49381,                0.46918,                0.93649,                0.99457,                      1,                  0.995,                0.94797,                0.33095,                0.24727,                0.83096,             0.00021784,             0.00021784,             0.00021784
                    232,                 0.5177,                0.48959,                 0.9448,                0.99539,                      1,                  0.995,                0.96181,                0.30475,                0.24637,                0.82657,             0.00021705,             0.00021705,             0.00021705
                    233,                0.55607,                0.51709,                0.95323,                0.99542,                      1,                  0.995,                0.97068,                0.31416,                0.24538,                0.82948,             0.00021626,             0.00021626,             0.00021626
                    234,                0.52695,                0.51545,                0.98556,                 0.9952,                      1,                  0.995,                0.96699,                0.31985,                0.23952,                0.82882,             0.00021546,             0.00021546,             0.00021546
                    235,                0.55404,                0.55101,                0.98671,                0.99501,                      1,                  0.995,                0.95065,                0.34873,                0.23587,                0.84095,             0.00021467,             0.00021467,             0.00021467
                    236,                0.51406,                0.51809,                0.97307,                0.99472,                      1,                  0.995,                0.95808,                0.33868,                0.23554,                0.83519,             0.00021388,             0.00021388,             0.00021388
                    237,                0.47987,                0.47717,                0.93375,                 0.9944,                      1,                  0.995,                0.95793,                0.33042,                0.23692,                0.82903,             0.00021309,             0.00021309,             0.00021309
                    238,                0.53895,                0.49027,                0.97363,                 0.9944,                      1,                  0.995,                0.96154,                0.32387,                0.23212,                0.82856,              0.0002123,              0.0002123,              0.0002123
                    239,                0.51781,                0.45907,                0.97272,                0.99518,                      1,                  0.995,                0.95921,                0.32894,                0.23269,                0.83248,              0.0002115,              0.0002115,              0.0002115
                    240,                0.52997,                0.50338,                0.96299,                0.99586,                      1,                  0.995,                0.96463,                0.31774,                0.23486,                0.82616,             0.00021071,             0.00021071,             0.00021071
                    241,                0.50223,                0.48663,                0.92955,                 0.9955,                      1,                  0.995,                0.96183,                0.33446,                0.23844,                 0.8308,             0.00020992,             0.00020992,             0.00020992
                    242,                0.47715,                0.47696,                0.94572,                0.99524,                      1,                  0.995,                 0.9529,                  0.356,                0.24535,                0.84009,             0.00020913,             0.00020913,             0.00020913
                    243,                0.48581,                0.45281,                0.92738,                0.99522,                      1,                  0.995,                0.94228,                0.35853,                0.25147,                0.84592,             0.00020834,             0.00020834,             0.00020834
                    244,                0.44025,                 0.4229,                0.92948,                0.99596,                      1,                  0.995,                0.94971,                0.32689,                0.22995,                0.83509,             0.00020754,             0.00020754,             0.00020754
                    245,                0.44883,                0.43049,                0.90153,                0.99688,                      1,                  0.995,                0.95406,                0.32326,                0.23331,                0.82916,             0.00020675,             0.00020675,             0.00020675
                    246,                0.47646,                0.48618,                0.91971,                0.99616,                      1,                  0.995,                0.95243,                0.33302,                0.23907,                0.83184,             0.00020596,             0.00020596,             0.00020596
                    247,                0.51983,                0.56931,                0.98118,                0.99604,                      1,                  0.995,                0.95789,                0.32619,                0.24926,                0.82779,             0.00020517,             0.00020517,             0.00020517
                    248,                0.53915,                0.53025,                0.97485,                0.99606,                      1,                  0.995,                0.95248,                0.33212,                0.24956,                0.83327,             0.00020438,             0.00020438,             0.00020438
                    249,                0.53462,                0.49813,                0.96195,                0.99626,                      1,                  0.995,                0.96033,                0.34335,                0.25043,                0.84732,             0.00020358,             0.00020358,             0.00020358
                    250,                0.48733,                0.45106,                 0.9494,                0.99623,                      1,                  0.995,                0.95053,                0.34988,                0.25047,                0.85157,             0.00020279,             0.00020279,             0.00020279
                    251,                 0.5249,                0.46846,                0.96911,                0.99551,                      1,                  0.995,                0.96076,                0.35011,                0.24741,                0.83977,               0.000202,               0.000202,               0.000202
                    252,                0.44994,                0.44286,                 0.9259,                0.99391,                      1,                  0.995,                0.97179,                0.32871,                0.24525,                0.82924,             0.00020121,             0.00020121,             0.00020121
                    253,                0.52932,                0.48779,                0.99069,                 0.9938,                      1,                  0.995,                0.96305,                0.32228,                0.24169,                0.82679,             0.00020042,             0.00020042,             0.00020042
                    254,                0.45379,                0.48591,                0.92389,                0.99452,                      1,                  0.995,                0.96956,                0.32351,                0.24042,                0.82765,             0.00019962,             0.00019962,             0.00019962
                    255,                 0.5152,                 0.4567,                0.97582,                0.99619,                      1,                  0.995,                 0.9756,                0.29973,                0.23455,                0.81824,             0.00019883,             0.00019883,             0.00019883
                    256,                 0.4722,                0.51229,                0.98557,                0.99612,                      1,                  0.995,                0.97121,                0.30045,                0.23375,                0.81757,             0.00019804,             0.00019804,             0.00019804
                    257,                0.49573,                0.48339,                0.95644,                0.99649,                      1,                  0.995,                0.95993,                0.31707,                0.23185,                0.82594,             0.00019725,             0.00019725,             0.00019725
                    258,                0.51008,                0.45117,                0.95373,                0.99665,                      1,                  0.995,                0.95823,                0.31244,                0.23316,                 0.8226,             0.00019646,             0.00019646,             0.00019646
                    259,                0.46636,                0.45099,                0.94225,                0.99667,                      1,                  0.995,                 0.9573,                0.30496,                0.22732,                0.82444,             0.00019566,             0.00019566,             0.00019566
                    260,                0.51293,                0.47018,                0.94945,                0.99623,                      1,                  0.995,                0.96448,                0.33389,                0.23364,                0.83306,             0.00019487,             0.00019487,             0.00019487
                    261,                0.54721,                0.48712,                0.97511,                0.99697,                      1,                  0.995,                0.94325,                0.36097,                0.24772,                0.84284,             0.00019408,             0.00019408,             0.00019408
                    262,                0.46636,                0.41587,                0.94147,                0.99649,                      1,                  0.995,                0.96677,                0.31632,                0.23426,                 0.8262,             0.00019329,             0.00019329,             0.00019329
                    263,                0.51472,                0.49458,                0.97157,                0.99651,                      1,                  0.995,                0.96624,                0.30941,                0.23667,                0.81823,              0.0001925,              0.0001925,              0.0001925
                    264,                0.46335,                 0.4492,                0.93024,                0.99742,                      1,                  0.995,                0.96377,                0.31527,                0.24088,                0.81838,              0.0001917,              0.0001917,              0.0001917
                    265,                0.44618,                0.44884,                0.91986,                0.99558,                      1,                  0.995,                0.97034,                0.30372,                0.22447,                0.81737,             0.00019091,             0.00019091,             0.00019091
                    266,                0.44774,                0.43898,                0.94449,                0.99424,                      1,                  0.995,                0.96577,                0.30291,                0.22149,                0.81971,             0.00019012,             0.00019012,             0.00019012
                    267,                0.51209,                0.50337,                0.95444,                0.99414,                      1,                  0.995,                0.96431,                0.31565,                0.22091,                0.82465,             0.00018933,             0.00018933,             0.00018933
                    268,                0.49179,                0.44602,                 0.9258,                0.99528,                      1,                  0.995,                0.96675,                0.30526,                0.21844,                0.81965,             0.00018854,             0.00018854,             0.00018854
                    269,                 0.5398,                0.47105,                0.99571,                0.99727,                      1,                  0.995,                0.96968,                0.28936,                 0.2237,                0.81452,             0.00018774,             0.00018774,             0.00018774
                    270,                0.47464,                 0.4233,                0.92639,                0.99728,                      1,                  0.995,                0.96539,                0.31859,                0.22875,                0.82676,             0.00018695,             0.00018695,             0.00018695
                    271,                0.49614,                0.44169,                0.94397,                0.99625,                      1,                  0.995,                0.97519,                0.30931,                0.23039,                0.82887,             0.00018616,             0.00018616,             0.00018616
                    272,                0.50674,                0.45166,                0.94442,                0.99584,                      1,                  0.995,                0.97291,                0.30436,                 0.2338,                0.82641,             0.00018537,             0.00018537,             0.00018537
                    273,                 0.4697,                0.40042,                 0.9238,                0.99523,                      1,                  0.995,                0.96374,                0.29829,                0.22737,                 0.8236,             0.00018458,             0.00018458,             0.00018458
                    274,                0.48464,                0.49314,                0.92235,                 0.9964,                      1,                  0.995,                0.95693,                0.31157,                0.22194,                0.82887,             0.00018378,             0.00018378,             0.00018378
                    275,                0.61455,                 0.5456,                 1.0481,                0.99582,                      1,                  0.995,                0.95686,                0.32686,                 0.2252,                0.83257,             0.00018299,             0.00018299,             0.00018299
                    276,                0.55015,                0.45587,                 1.0103,                0.99597,                      1,                  0.995,                0.95864,                0.30793,                0.21088,                0.82422,              0.0001822,              0.0001822,              0.0001822
                    277,                0.46717,                0.45993,                0.93731,                0.99514,                      1,                  0.995,                0.95613,                0.33165,                0.21702,                0.82411,             0.00018141,             0.00018141,             0.00018141
                    278,                0.48856,                0.45475,                0.94352,                0.99529,                      1,                  0.995,                0.96313,                0.31838,                0.22079,                 0.8199,             0.00018062,             0.00018062,             0.00018062
                    279,                0.47059,                0.44046,                0.95183,                 0.9954,                      1,                  0.995,                0.96869,                0.29936,                 0.2157,                0.81534,             0.00017982,             0.00017982,             0.00017982
                    280,                0.43016,                0.41137,                 0.9218,                0.99538,                      1,                  0.995,                0.97409,                0.28847,                 0.2094,                0.81245,             0.00017903,             0.00017903,             0.00017903
                    281,                0.51044,                0.44719,                0.95345,                0.99533,                      1,                  0.995,                0.96907,                0.30381,                0.21632,                0.81642,             0.00017824,             0.00017824,             0.00017824
                    282,                 0.4612,                 0.4435,                0.92375,                0.99576,                      1,                  0.995,                0.97148,                0.30615,                0.21888,                0.81631,             0.00017745,             0.00017745,             0.00017745
                    283,                0.46508,                0.44823,                0.93499,                0.99591,                      1,                  0.995,                0.97243,                0.30171,                 0.2185,                0.81535,             0.00017666,             0.00017666,             0.00017666
                    284,                0.45622,                0.44309,                0.93158,                 0.9954,                      1,                  0.995,                0.97044,                0.29927,                0.21339,                0.81517,             0.00017586,             0.00017586,             0.00017586
                    285,                  0.477,                0.41658,                0.93611,                0.99505,                      1,                  0.995,                0.97081,                0.29453,                0.20717,                  0.816,             0.00017507,             0.00017507,             0.00017507
                    286,                0.45393,                0.46418,                0.95135,                0.99556,                      1,                  0.995,                0.97148,                0.29666,                0.20548,                0.81682,             0.00017428,             0.00017428,             0.00017428
                    287,                 0.3869,                0.37754,                0.90355,                0.99658,                      1,                  0.995,                0.97171,                0.29363,                0.20966,                0.81633,             0.00017349,             0.00017349,             0.00017349
                    288,                0.44378,                0.41057,                0.93036,                0.99576,                      1,                  0.995,                0.97568,                0.28991,                0.20815,                0.81676,              0.0001727,              0.0001727,              0.0001727
                    289,                0.43849,                0.41796,                0.92478,                0.99298,                      1,                  0.995,                0.97803,                 0.2792,                0.20373,                 0.8096,              0.0001719,              0.0001719,              0.0001719
                    290,                0.47843,                0.44807,                0.94995,                0.99289,                      1,                  0.995,                0.97533,                0.28004,                0.20767,                0.80719,             0.00017111,             0.00017111,             0.00017111
                    291,                0.41912,                0.40142,                0.90443,                 0.9937,                      1,                  0.995,                0.96791,                 0.2795,                 0.2057,                0.80959,             0.00017032,             0.00017032,             0.00017032
                    292,                0.47479,                0.46664,                0.94183,                 0.9947,                      1,                  0.995,                0.96882,                0.29426,                0.21051,                0.81252,             0.00016953,             0.00016953,             0.00016953
                    293,                0.48523,                0.44763,                0.92913,                0.99616,                      1,                  0.995,                0.95907,                0.33007,                0.22247,                0.82162,             0.00016874,             0.00016874,             0.00016874
                    294,                0.46317,                0.41082,                 0.9071,                0.99604,                      1,                  0.995,                0.97563,                0.30405,                0.21563,                0.81423,             0.00016794,             0.00016794,             0.00016794
                    295,                0.47142,                0.41872,                  0.935,                0.99449,                      1,                  0.995,                0.97207,                0.27819,                0.21389,                0.80537,             0.00016715,             0.00016715,             0.00016715
                    296,                0.45984,                0.40918,                0.90981,                0.99261,                      1,                  0.995,                0.97577,                0.27252,                0.22003,                0.80217,             0.00016636,             0.00016636,             0.00016636
                    297,                0.47953,                0.45553,                0.92856,                0.99052,                      1,                  0.995,                0.97288,                 0.2662,                0.21834,                0.80126,             0.00016557,             0.00016557,             0.00016557
                    298,                0.48121,                0.41007,                 0.9455,                0.99158,                      1,                  0.995,                0.97536,                0.27154,                0.21108,                0.80205,             0.00016478,             0.00016478,             0.00016478
                    299,                0.45581,                0.40618,                0.93919,                0.99292,                      1,                  0.995,                0.98215,                0.26067,                0.20189,                0.79659,             0.00016398,             0.00016398,             0.00016398
                    300,                0.46302,                0.40598,                0.93532,                 0.9939,                      1,                  0.995,                0.98055,                0.24438,                0.19565,                0.79294,             0.00016319,             0.00016319,             0.00016319
                    301,                 0.4955,                0.42468,                0.96345,                0.99518,                      1,                  0.995,                0.97471,                0.24704,                0.19586,                0.79486,              0.0001624,              0.0001624,              0.0001624
                    302,                 0.4066,                0.36433,                0.91928,                 0.9949,                      1,                  0.995,                0.98188,                0.23211,                0.19002,                0.79031,             0.00016161,             0.00016161,             0.00016161
                    303,                0.43947,                0.41125,                0.92349,                0.99419,                      1,                  0.995,                0.98192,                 0.2451,                0.19886,                0.79155,             0.00016082,             0.00016082,             0.00016082
                    304,                0.40776,                0.38888,                0.89138,                0.99408,                      1,                  0.995,                0.97964,                0.24492,                0.20074,                0.79056,             0.00016002,             0.00016002,             0.00016002
                    305,                0.45332,                0.42813,                0.92333,                 0.9952,                      1,                  0.995,                 0.9814,                0.23938,                0.20056,                 0.7899,             0.00015923,             0.00015923,             0.00015923
                    306,                0.43451,                0.43628,                0.93291,                0.99598,                      1,                  0.995,                0.98233,                 0.2499,                 0.2004,                0.79148,             0.00015844,             0.00015844,             0.00015844
                    307,                0.43285,                0.40649,                0.93402,                0.99708,                      1,                  0.995,                0.98441,                 0.2474,                0.19543,                0.79065,             0.00015765,             0.00015765,             0.00015765
                    308,                 0.4437,                0.44599,                0.90392,                0.99738,                      1,                  0.995,                0.98342,                0.24831,                0.19118,                0.79204,             0.00015686,             0.00015686,             0.00015686
                    309,                0.47417,                0.43911,                0.94016,                0.99667,                      1,                  0.995,                0.98001,                0.25769,                0.19927,                  0.797,             0.00015606,             0.00015606,             0.00015606
                    310,                0.45943,                0.42348,                0.94724,                0.99608,                      1,                  0.995,                 0.9752,                0.27134,                0.19793,                0.80096,             0.00015527,             0.00015527,             0.00015527
                    311,                0.44173,                0.40198,                0.92184,                0.99662,                      1,                  0.995,                0.97603,                0.26414,                0.19993,                0.79674,             0.00015448,             0.00015448,             0.00015448
                    312,                0.41566,                0.36028,                0.91717,                0.99702,                      1,                  0.995,                0.98345,                0.24702,                0.19191,                0.78962,             0.00015369,             0.00015369,             0.00015369
                    313,                0.44274,                0.38074,                0.92691,                0.99697,                      1,                  0.995,                0.98443,                0.24572,                0.18544,                0.78922,              0.0001529,              0.0001529,              0.0001529
                    314,                0.42139,                0.38253,                0.92359,                0.99721,                      1,                  0.995,                0.98389,                0.25034,                0.19092,                0.78921,              0.0001521,              0.0001521,              0.0001521
                    315,                0.44924,                0.41273,                0.94925,                0.99768,                      1,                  0.995,                0.98303,                 0.2554,                 0.1969,                0.79043,             0.00015131,             0.00015131,             0.00015131
                    316,                0.37812,                0.35903,                0.87638,                 0.9975,                      1,                  0.995,                0.98376,                0.25727,                0.19948,                0.79128,             0.00015052,             0.00015052,             0.00015052
                    317,                0.40636,                 0.3746,                 0.9182,                0.99702,                      1,                  0.995,                0.98546,                0.24693,                0.19498,                 0.7912,             0.00014973,             0.00014973,             0.00014973
                    318,                0.39468,                0.37217,                0.89487,                 0.9967,                      1,                  0.995,                0.98057,                0.24601,                0.19658,                0.79136,             0.00014894,             0.00014894,             0.00014894
                    319,                0.45407,                0.37251,                0.91563,                0.99558,                      1,                  0.995,                 0.9809,                0.25031,                0.19723,                0.79446,             0.00014814,             0.00014814,             0.00014814
                    320,                0.43293,                 0.4258,                 0.9102,                0.99481,                      1,                  0.995,                0.97384,                 0.2593,                0.19703,                0.79829,             0.00014735,             0.00014735,             0.00014735
